Notes,Age of Mother,Age of Mother Code,ICD Chapter,ICD Chapter Code,Age of Infant at Death,Age of Infant at Death Code,Gender,Gender Code,Year of Death,Year of Death Code,Deaths,Births,Death Rate
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2015,2015,0,56922,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,Under 1 hour,1,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2014,2014,0,53940,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2015,2015,0,54926,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2016,2016,0,55657,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2019,2019,0,58961,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2015,2015,0,56922,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 23 hours,2,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2014,2014,0,53940,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2015,2015,0,54926,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2016,2016,0,55657,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2019,2019,0,58961,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2015,2015,0,56922,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,1 - 6 days,3,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2014,2014,0,53940,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2015,2015,0,54926,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2016,2016,0,55657,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2019,2019,0,58961,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2015,2015,0,56922,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,7 - 27 days,4,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2014,2014,0,53940,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2015,2015,Suppressed,54926,Suppressed
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2016,2016,0,55657,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2019,2019,Suppressed,58961,Suppressed
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2015,2015,0,56922,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the ear and mastoid process,H60-H93,28 - 364 days,5,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2014,2014,Suppressed,53940,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2015,2015,Suppressed,54926,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2016,2016,0,55657,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2019,2019,Suppressed,58961,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2015,2015,Suppressed,56922,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2016,2016,0,57483,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2019,2019,Suppressed,61191,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,Under 1 hour,1,Male,M,2021,2021,Suppressed,64299,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2007,2007,Suppressed,51495,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2010,2010,0,52305,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2011,2011,0,53066,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2012,2012,0,53556,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2013,2013,Suppressed,53626,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2014,2014,0,53940,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2015,2015,0,54926,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2016,2016,Suppressed,55657,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2019,2019,0,58961,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2020,2020,0,59361,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2007,2007,Suppressed,53684,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2011,2011,0,55854,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2013,2013,Suppressed,55858,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2015,2015,Suppressed,56922,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2016,2016,Suppressed,57483,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2017,2017,0,58245,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2018,2018,0,59748,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2019,2019,Suppressed,61191,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 23 hours,2,Male,M,2021,2021,0,64299,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2007,2007,Suppressed,51495,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2009,2009,Suppressed,51561,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2010,2010,Suppressed,52305,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2011,2011,Suppressed,53066,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2012,2012,Suppressed,53556,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2014,2014,Suppressed,53940,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2015,2015,0,54926,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2016,2016,Suppressed,55657,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2017,2017,0,56568,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2018,2018,0,57633,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2019,2019,0,58961,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2020,2020,Suppressed,59361,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Female,F,2021,2021,0,62033,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2007,2007,0,53684,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2008,2008,0,54291,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2009,2009,0,54266,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2010,2010,0,54740,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2011,2011,Suppressed,55854,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2012,2012,0,56023,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2013,2013,0,55858,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2014,2014,0,56081,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2015,2015,Suppressed,56922,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2016,2016,Suppressed,57483,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2017,2017,Suppressed,58245,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2018,2018,Suppressed,59748,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2019,2019,0,61191,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2020,2020,0,61209,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,1 - 6 days,3,Male,M,2021,2021,Suppressed,64299,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2007,2007,0,51495,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2008,2008,0,51685,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2009,2009,0,51561,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2010,2010,Suppressed,52305,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2011,2011,Suppressed,53066,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2012,2012,Suppressed,53556,Suppressed
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2013,2013,0,53626,0
,40-44 years,40-44,Diseases of the circulatory system,I00-I99,7 - 27 days,4,Female,F,2014,2014,0,53940,0
